tau,おうし,18,19,48,大洋から新しい大陸が浮上する。,A new continent rising out of the ocean.
tau,おうし,19,20,49,空を横切る翼のような雲の束。,Wisps of wing-like clouds streaming across the sky.
tau,おうし,20,21,50,開かれた書物の一文を示している指。,A finger pointing to a line in an open book.
tau,おうし,21,22,51,荒れて波立つ水の上を飛ぶ白い鳩。,A white dove flying over troubled waters.
tau,おうし,22,23,52,高価な宝石に満ちた宝石店。,A jewelry shop filled with valuable gems.
tau,おうし,23,24,53,恐ろしい顔つきで馬に乗るインディアンの戦士が、ベルトに人間の骸骨を吊るしている。,"An Indian warrior riding fiercely, human scalps hanging from his belt."
tau,おうし,24,25,54,広い公共の公園。,A vast public park.
tau,おうし,25,26,55,スペイン人の伊達男が、恋人にセレナーデを歌って聞かせる。,A Spanish gallant serenades his beloved.
tau,おうし,26,27,56,年老いたインディアン女性が、通行人に彼女の部族の工芸品を売っている。,An old Indian woman selling the artifacts of her tribe to passers-by.
tau,おうし,27,28,57,「人生の変化」を経た女性が、新しい愛を体験する。,"A woman, past her 'change of life', experiences a new love."
tau,おうし,28,29,58,テーブルを前にして働く二人の靴直しの職人。,Two cobblers working at a table.
tau,おうし,29,30,59,古い城のテラス行進している一匹の孔雀。,A peacock parading on the terrace of an old castle.
gem,ふたご,0,1,60,ガラス底のボートが、海中の神秘を明らかにする。,A glass-bottomed boat reveals undersea wonders.
gem,ふたご,1,2,61,サンタクロースがこっそりと、暖炉の前にかけてある靴下をいっぱいにする。,Santa Clause furtively filling stockings hanging in front of the fireplace.
gem,ふたご,2,3,62,パリのトゥレリーの庭園。,The garden of the Tuileries in Paris.
gem,ふたご,3,4,63,西洋ひいらぎと宿り木が、クリスマスの古い記憶を呼び覚ます。,Holly and mistletoe reawaken old memories of Christmas.
gem,ふたご,4,5,64,革命的な雑誌が行動を呼びかける。,A revolutionary magazine asking for action.
gem,ふたご,5,6,65,油田をドリルで掘る労働者。,Workmen drilling for oil.
gem,ふたご,6,7,66,堂々とした威厳のある樹の蔭の下にある、桶と縄を伴った井戸。,A well with bucket and rope under the shade of majestic trees.
gem,ふたご,7,8,67,奮起したストライキをする人たちが工場を取り囲む。,Aroused strikers surround a factory.
gem,ふたご,8,9,68,矢の入ったえびら(矢筒)。,A quiver filled with arrows.
gem,ふたご,9,10,69,飛行機が急降下する。,An airplane performing a nosedive.
gem,ふたご,10,11,70,体験の新しい機会を開拓民に提供する、新しく開かれた大地。,Newly opened lands offer the pioneer new opportunities for experience.
gem,ふたご,11,12,71,黒人の女の子が、街で自分の自立のために戦う。,A Negro girl fights for her independence in the city.
gem,ふたご,12,13,72,有名なピアニストが演奏会を催す。,A famous pianist giving a concert performance.
gem,ふたご,13,14,73,物理的な空間や社会的な差異に対して、橋を架けるために、二人の男がテレパシーで通信している。,"Bridging physical space and social distinctions, two men communicate telepathically."
gem,ふたご,14,15,74,二人のオランダ人の子供が自分のたちの知識に興奮しながら、お互いに話し合っている。,"Two Dutch children talking to each other, exchanging their knowledge."
gem,ふたご,15,16,75,自分の主張を情感的かつ劇的にスピーチする女性の活動家。,A woman activist in an emotional speech dramatizing her cause.
gem,ふたご,16,17,76,たくましい若者の頭が、成熟した思考者のそれに変わる。,The head of a robust youth changes into that of a thinker.
gem,ふたご,17,18,77,二人の中国人が、アメリカの都市で自国語を話す。,Two Chinese men converse in their native tongue in an American City.
gem,ふたご,18,19,78,巨大で古代の書物が、伝統的な知恵を開示する。,A large archaic volume reveals traditional wisdom.
gem,ふたご,19,20,79,さまざまな地域の生産物である食べ物の豊富さを見せてくれる、現代的なカフェテリア。,"A modern cafeteria displays an abundance of food, products of various regions."
gem,ふたご,20,21,80,混乱する労働者のデモ。,A tumultuous labor demonstration.
gem,ふたご,21,22,81,収穫祭で踊るカップルたち。,Dancing couples in a harvest festival.
gem,ふたご,22,23,82,木の高いところの巣にいる三羽の雛鳥。,Three fledglings in a nest high in a tree.
gem,ふたご,23,24,83,村の凍った池でスケートをする子供たち。,Children skating over a frozen village pond.
gem,ふたご,24,25,84,大きなパームツリーを剪定する庭師。,A gardener trimming large palm trees.
gem,ふたご,25,26,85,冬空をバックにした霜に覆われた樹。,Frost-covered trees against winter skies.
gem,ふたご,26,27,86,彼女の同族が棲む森から出てきたジプシー,A Gypsy emerges from the forest wherein her tribe is encamped.
gem,ふたご,27,28,87,重荷を背負った個人に、破産を通じて社会は新たに始める機会を提供する。,"Through bankruptcy, society gives to an overburdened individual the opportunity to begin again."
gem,ふたご,28,29,88,春の訪れを告げる最初のモッキンバード。,The first mockingbird of spring.
gem,ふたご,29,30,89,海辺に集まったたくさんの群衆の前の、水着を着た美人の行列。,A parade of bathing beauties before large beach crowds.
can,かに,0,1,90,船で船乗りが古い旗を降ろし、新しい旗を掲げる。,On a ship the sailors lower an old flag and raise a new one.
can,かに,1,2,91,魔法の絨毯に乗った男が、大地の巨大な区域を飛び回る。,A man on a magic carpet hovers over a large area of land.
can,かに,2,3,92,毛深い鹿を連れている、毛皮に身を包んだ男。,A man bundled in fur leads a shaggy deer.
can,かに,3,4,93,鼠と議論している猫。,A cat arguing with a mouse.
can,かに,4,5,94,踏み切りで、列車にぶつかった車。,"At a railroad crossing, an automobile is wrecked by a train."
can,かに,5,6,95,猟鳥が自分達の巣を羽で飾っている。,Game birds feathering their nests.
can,かに,6,7,96,二つの自然霊が月光の下で踊る。,Two nature spirits dancing under the moonlight.
can,かに,7,8,97,うさぎの群れが、行進のように人間の服を着て歩く。,A group of rabbits dressed in human clothes walk as if on parade.
can,かに,8,9,98,小さな裸の女の子が、魚を取ろうとして、池の前で屈み込む。,"A small, naked girl bends over a pond trying to catch a fish."
can,かに,9,10,99,最初のカッティング過程の大きなダイヤモンド。,A large diamond in the first stages of the cutting process.
can,かに,10,11,100,道化が有名人を風刺する。,A clown caricaturing well-known personalities.
can,かに,11,12,101,中国人女性が、偉大なる教師の生れ変りであることを示すオーラを放つ赤ん坊をあやしている。,A Chinese woman nursing a baby whose aura reveals him to the reincarnation of a great teacher. 
can,かに,12,13,102,研究のために差し出された、親指のきわだった手。,A hand with a prominent thumb is held out for study.
can,かに,13,14,103,とても年とった男が、広大な暗やみの空間に直面し、北東の方向を見ている。,A very old man facing a vast dark space to the northeast.
can,かに,14,15,104,贅沢なダイニングホールで、客たちが大宴会のあとリラックスしている。,"In a sumptuous dining hall, guests relax after partaking of a huge banquet."
can,かに,15,16,105,男がとても古い書物を頼りに、自分の前にあるマンダラを研究している。,"A man studying a Mandela in front of him, with the help of a very ancient book."
can,かに,16,17,106,一つの元の胚種から生まれる多彩なレベルでの潜在的な可能性があらわになる。,The unfoldment of multi-level potentialities issuing from an original germ.
can,かに,17,18,107,雌鳥が雛の餌を見つけるために土をほじくっている。,A hen scratching the ground to find nourishment for her progeny.
can,かに,18,19,108,結婚の儀式を取り行う司祭。,A priest performing a marriage ceremony.
can,かに,19,20,109,ベニスのゴンドラ乗りが、セレナーデを歌う。,Venetian gondoliers giving a serenade.
can,かに,20,21,110,オペラを歌うことによって、有名な歌手が自分の名人芸を証明する。,A famous singer is proving her virtuosity during an operatic performance.
can,かに,21,22,111,若い女性が、ヨットを待っている。,A young woman awaiting a sailboat.
can,かに,22,23,112,文学仲間の会合。,The meeting of a literary society.
can,かに,23,24,113,南方の小さな島の、一人の女性と二人の男性の漂流者。,A woman and two men castaways on a small island of the South Seas.
can,かに,24,25,114,超越的な力の降下によって、意志に満ちあふれていた男に影が投げかけられる(その男の影が薄くなる)。,A will-full man is overshadowed by a descent of superior power.
can,かに,25,26,115,贅をつくした家の書斎で本を読む来客たち。,Guests are reading in the library of a luxurious home.
can,かに,26,27,116,高価な住宅の密集する渓谷に吹く暴風。,A violent storm in a canyon filled with expensive homes.
can,かに,27,28,117,インディアンの女性が、集まった彼女の部族に白人の恋人を紹介する。,An Indian girl introduces her white lover to her assembled tribe.
can,かに,28,29,118,ギリシャのミューズが、新しく生まれた双子を黄金の秤にかけて重さを計っている。,A Greek Muse weighing new-born twins in golden scales.
can,かに,29,30,119,アメリカ革命の娘。,A Daughter of the American Revolution.
leo,しし,0,1,120,活力エネルギーが、野心にかられて動員されるにしたがって、男の頭に血が昇る。,Blood rushes to a man's head as his vital energies are mobilized under the spur of ambition.
leo,しし,1,2,121,おたふく風邪の流行。,An epidemic of mumps.
leo,しし,2,3,122,中年の女性が自分の長い髪を肩に流しブラジャーなしの若向けの服を身に付けている。,"A middle-aged woman, her long hair flowing over her shoulders and in a braless youthful garment."
leo,しし,3,4,123,正装した年取った男が、自分の狩りの遠征から持ち帰った戦利品のそばに立っている。,A formally dressed elderly man stands near trophies he brought back from a hunting expedition.
leo,しし,4,5,124,深い峡谷に、岩が塔を形成する。,Rock formations tower over a deep canyon.
leo,しし,5,6,125,保守的な、古風な婦人が、「ヒッピー」の女性と出逢う。,"A conservative, old-fashioned woman is confronted by a 'hippie' girl."
leo,しし,6,7,126,夜空に輝く星座。,The constellations of stars shine brilliantly in the night sky.
leo,しし,7,8,127,共産主義の活動家が、自分の革命的な理想を広める。,A communist activist spreading his revolutionary ideals.
leo,しし,8,9,128,ガラス吹き工たちが、呼吸を調節することによって、美しい花瓶を形づくる。,Glass blowers shape beautiful things with their controlled breathing.
leo,しし,9,10,129,太陽の光が野に流れ込むと、早朝の露(朝露)が輝く。,Early morning dew sparkles as sunlight floods the field.
leo,しし,10,11,130,大きなオーク(楢、樫など)の木の枝から吊るされたブランコで遊ぶ子供たち。,Children play on a swing hanging from the branches of a huge oak tree.
leo,しし,11,12,131,素敵なランタン(手さげランプに灯された芝生の上での大人たちの夕食パーティ。,An evening party of adults on a lawn illuminated by fancy lanterns.
leo,しし,12,13,132,年取った船長が、自分の小屋のポーチのロッキングチェアで体を揺らしている。,An old sea captain rocking himself on the porch of his cottage.
leo,しし,13,14,133,人間の魂が表現のための機会を探している。,A human soul seeking opportunities for outward manifestation.
leo,しし,14,15,134,歓声をあげる人々で埋まる通りを動く壮大な山車を伴う、ページェント。,"A pageant, with its spectacular floats, moves along a street crowded with cheering people."
leo,しし,15,16,135,嵐が止み、自然のすべてが輝くばかりの陽光に歓喜する。,"The storm ended, all nature rejoices in brilliant sunshine."
leo,しし,16,17,136,宗教的な賛美歌を歌う教会のボランティアの聖歌隊。,A volunteer church choir singing religious hymns.
leo,しし,17,18,137,化学者が自分の生徒に実験を指導する。,A chemist conducts an experiment for his students.
leo,しし,18,19,138,ハウスボートの上でのパーティ。,A houseboat party.
leo,しし,19,20,139,ズーニー族のインディアンが、太陽に向かって儀式をしている。,Zuni Indians perform a ritual to the sun.
leo,しし,20,21,140,興奮した鶏が、ふらふらと羽をばたばたさせて飛ぼうとしている。,Intoxicated chickens dizzily flap their wings trying to fly.
leo,しし,21,22,141,自分の使命を果たす伝書鳩。,A carrier pigeon fulfilling its mission.
leo,しし,22,23,142,サーカスで、裸馬の乗り手が自分の危険な技術を披露する。,In a circus the bareback rider displays her dangerous skill.
leo,しし,23,24,143,霊的で内的な達成に完全に集中している男が、肉体的なあらわれと清潔さを完全に無視した状態で座っている。,"Totally concentrated upon inner spiritual attainment, a man is sitting in a state of complete neglect of bodily appearance and cleanliness. "
leo,しし,24,25,144,大きなラクダが広大で近づきがたい砂漠を横断しているのが見られる。,A large camel is seen crossing a vast and forbidding desert.
leo,しし,25,26,145,激しい嵐のあとの虹。,"After the heavy storm, a rainbow."
leo,しし,26,27,146,東の空の夜明けの輝き。,The luminescence of dawn in the eastern sky.
leo,しし,27,28,147,大きな木の枝にいる沢山の小さな鳥たち。,Many little birds on a limb of a big tree.
leo,しし,28,29,148,大洋の波から浮上した人魚が、人間の形に生まれ変わろうとしている。,A mermaid emerges from the ocean waves ready for rebirth in human form.
leo,しし,29,30,149,開封された手紙。,An unsealed letter.
vir,おとめ,0,1,150,肖像画で、重要な意義を帯びる、芸術的に強調された男の頭の特徴。,"In a portrait, the significant features of a man's head are artistically emphasized."
vir,おとめ,1,2,151,大きな白い十字架から見おろす土地の全景。,A large white cross dominates the landscape.
vir,おとめ,2,3,152,守護天使。,Two guardian angels.
vir,おとめ,3,4,153,黒人と白人の子供たちが幸せそうに一緒に遊んでいる。,Black and white children play together happily.
vir,おとめ,4,5,154,自然の霊や通常は見えない霊の代理者の存在に気付くようになる人間。,A man becoming aware of nature spirits and normally unseen spiritual agencies.
vir,おとめ,5,6,155,メリーゴーランド。,A merry-go-round.
vir,おとめ,6,7,156,ハーレム。,A harem.
vir,おとめ,7,8,157,五歳の子供が初めてのダンスの授業を受ける。,A five-year-old child takes a first dancing lesson.
vir,おとめ,8,9,158,表現主義の画家が仕事をしている。,An expressionist painter at work.
vir,おとめ,9,10,159,二つの頭が自分たちの影の外とその向こうを見る。,Two heads looking out and beyond the shadows.
vir,おとめ,10,11,160,自分の赤ん坊に、息子を深く待ち望んだ気持ちが叶えられたことを見る母親。,In her baby a mother sees her deep longing for a son answered.
vir,おとめ,11,12,161,結婚式のあと、新郎が新婦からベールをはぎ取る。,"After the wedding, the groom snatches the veil away from his bride."
vir,おとめ,12,13,162,パワフルな政治家が政治的な内紛状態を克服する。,A powerful statesman overcomes a state of political hysteria.
vir,おとめ,13,14,163,貴族的な家系図。,An aristocratic family tree.
vir,おとめ,14,15,164,勇敢な祖先から受け継いだ家宝である、見事なレースのハンカチ。,"A fine lace handkerchief, heirloom from valorous ancestors."
vir,おとめ,15,16,165,動物園で、子供たちがオランウータンに面と面を突き合わせる場所まで連れていかれる。,"In the zoo, children are brought face-to-face with an orangutan."
vir,おとめ,16,17,166,火山の爆発。,A volcanic eruption.
vir,おとめ,17,18,167,ウィジャ盤。,A Ouija board.
vir,おとめ,18,19,168,競泳。,A swimming race.
vir,おとめ,19,20,169,車の一行が米国西海岸を目指している。,A caravan of cars headed to the West Coast.
vir,おとめ,20,21,170,女の子のバスケットボール・チーム。,A girl's basketball team.
vir,おとめ,21,22,171,高価な宝石に彩られた王家の紋章。,A royal coat of arms enriched with precious stones.
vir,おとめ,22,23,172,ライオン使いが、自分の技術と気骨を示す。,A lion tamer displays his skill and character.
vir,おとめ,23,24,173,メリーさんと、メリーさんの子羊。,Mary and her little lamb.
vir,おとめ,24,25,174,公的な建物の前に掲げられた半旗。,A flag at half-mast in front of a public building.
vir,おとめ,25,26,175,吊り香炉を持って、祭壇のそばにいる神父の侍者を務める少年。,A boy with a censer serves the priest near the altar.
vir,おとめ,26,27,176,貴族の女性の集団が、宮廷での職務として儀式的に出会う。,A group of aristocratic ladies meet ceremonially at a court's function.
vir,おとめ,27,28,177,力をつかまえた禿頭の男。,A baldheaded man who has seized power.
vir,おとめ,28,29,178,オカルトの知識を求める者が自分の心を啓発する古代の巻物を読む。,A seeker after occult knowledge is reading an ancient scroll which illumines his mind.
vir,おとめ,29,30,179,一人の男が急ぎの仕事を片付けることに完全に専心している為に、どんな誘惑にも耳を傾けないでいる。,"Totally intent upon completing an immediate task, a man is deaf to any allurement."
lib,てんびん,0,1,180,多くの生物学的な形態の完全な標本の収集の中に、一匹の蝶が羽の美しさを見せ、その体は細い針で突き刺されている。,"In a collection of perfect specimens of many biological forms, a butterfly displays the beauty of its wings, its body impaled by a fine dart. "
lib,てんびん,1,2,181,過去の体験の果実から、永遠に創造的な精神(霊)の種子の実現への変成。,The transformation of the fruits of past experience into the seed-realizations of the forever creative spirit.
lib,てんびん,2,3,182,新しい日の夜明けが、すべてが変わっていることを明らかにする。,The dawn of a new day reveals everything changed.
lib,てんびん,3,4,183,キャンプファイヤーの周りに、若い人々の集団が霊的な交渉を保ちながら座っている。,Around a campfire a group of young people sit in spiritual communion.
lib,てんびん,4,5,184,自分の生徒に、「新しい世界」を建設可能にする、内的な知識の基礎を明らかにする人。,A man revealing to his students the foundation of an inner knowledge upon which a 'new world' could be built.
lib,てんびん,5,6,185,人が、内的なビジョンを前にして、自分の理想が具体的な形をとるのを観察する。,A man watches his ideals taking a concrete form before his inner vision.
lib,てんびん,6,7,186,鶏の雛たちに餌をやりながら、鷹から守ってやっている女性。,A woman feeding chickens and protecting them from the hawks.
lib,てんびん,7,8,187,人の住まなくなった家で燃え立つ暖炉。,A blazing fireplace in a deserted home.
lib,てんびん,8,9,188,三人の「年取ったマスター」がアート・ギャラリーの中の特別室の壁にもたれかかっている。,Three 'old masters' hanging on the wall of a special room in an art gallery.
lib,てんびん,9,10,189,狭い急流を安全に渡って、カヌーが静かな水面にたどり着く。,"Having passed safely through narrow rapids, a canoe reaches calm waters."
lib,てんびん,10,11,190,メガネごしに(メガネを下に下げてその上から)自分の生徒をじっと見る教授。,A professor peering over his glasses at his students.
lib,てんびん,11,12,191,坑夫たちが深い炭坑から浮ﾉ出てくる。,Miners are surfacing from a deep coal mine.
lib,てんびん,12,13,192,シャボン玉を膨らませる子供たち。,Children blowing soap bubbles.
lib,てんびん,13,14,193,真昼の暑い時間帯に、男が昼寝をする。,In the heat of the noon hour a man takes a siesta.
lib,てんびん,14,15,194,環状の道。,Circular paths.
lib,てんびん,15,16,195,嵐のあとに、船が、修理を必要として上陸し停泊している。,After a storm a boat landing stands in need of reconstruction.
lib,てんびん,16,17,196,仕事を退いた船長が、港に出入りする船を観ている。,A retired sea captain watches ships entering and leaving the harbor.
lib,てんびん,17,18,197,二人の男が、逮捕され拘置されている。,Two men placed under arrest.
lib,てんびん,18,19,198,泥棒の一味が隠れている。,A gang of robbers in hiding.
lib,てんびん,19,20,199,自分の務めを取り行うラビ。,A rabbi performing his duties.
lib,てんびん,20,21,200,海岸を楽しむ日曜日の人だかり。,A Sunday crowd enjoying the beach.
lib,てんびん,21,22,201,噴水で鳥に水をやる子供。,A child giving birds a drink at a fountain.
lib,てんびん,22,23,202,雄鶏の声が日の出を告げる。,Chanticleer's voice heralds the sunrise.
lib,てんびん,23,24,203,左側に三番目の羽根をつけた蝶。,A butterfly with a third wing on its left side.
lib,てんびん,24,25,204,秋の葉の光景が、清教徒に、生命と死の神秘の突然の啓示をもたらす。,The sight of an autumn leaf brings to a pilgrim the sudden revelation of the mystery of life and death.
lib,てんびん,25,26,205,鷲と大きな白い鳩が、互いに入れ替わって姿を変える。,An eagle and a large white dove change into each other.
lib,てんびん,26,27,206,飛行機が、くっきりと澄んだ空を高く飛ぶ。,"An airplane sails, high in the clear sky."
lib,てんびん,27,28,207,自分の回りを取り巻き、手助けしてくれる霊的な力に気づきはじめた男。,A man becoming aware of the spiritual forces surrounding and assisting him.
lib,てんびん,28,29,208,世代から世代に伝達可能な知識に到達するための、人類の広大で忍耐づよい努力。,Mankind's vast and enduring effort to reach for knowledge transferable from generation to generation.
lib,てんびん,29,30,209,哲学者の頭にある知識の３つのこぶ。,Three 'mounds of knowledge' on a philosopher's head.
sco,さそり,0,1,210,街の通りの混雑した観光バス。,A crowded sightseeing bus on a city street.
sco,さそり,1,2,211,繊細な香水の壜が壊れて、中の香りが広がっている。,"A delicate bottle of perfume lies broken, releasing its fragrance."
sco,さそり,2,3,212,隣人の協力を得ての、小さな村での棟上式のパーティ。,A house-raising party in a small village enlists the neighbors' cooperation.
sco,さそり,3,4,213,若者が祈祷儀式で、灯のついた蝋燭を運ぶ。,A youth carries a lighted candle in a devotional ritual.
sco,さそり,4,5,214,海の荒波に対抗する巨岩の海岸。,A massive rocky shore resists the pounding of the sea.
sco,さそり,5,6,215,ゴールドラッシュが、自分たちの生まれた大地から人々を引き離す。,The gold rush tears men away from their native soil.
sco,さそり,6,7,216,深海の潜水夫たち。,Deep-sea divers.
sco,さそり,7,8,217,月の光を浴びる静かな湖。,A calm lake bathed in moonlight.
sco,さそり,8,9,218,仕事中の歯医者。,A dentist at work.
sco,さそり,9,10,219,昔の仲間を再び結び付ける親睦会の夕食。,A fellowship supper reunites old comrades.
sco,さそり,10,11,220,溺れている男が救出される。,A drowning man is being rescued.
sco,さそり,11,12,221,公的な大使館の舞踏会。,An official embassy ball.
sco,さそり,12,13,222,発明家が研究室で実験をしている。,An inventor performs a laboratory experiment.
sco,さそり,13,14,223,新しく電話を取り付けようと、接続工事をしている電話工事の人。,Telephone linemen at work installing new connections.
sco,さそり,14,15,224,五つの砂山の周りで遊ぶ子供たち。,Children playing around five mounds of sand.
sco,さそり,15,16,225,少女の顔が微笑みはじめる。,A girl's face breaking into a smile.
sco,さそり,16,17,226,自分自身の霊によって受胎する、子供を宿す偉大な女性。,"A woman, fecundated by her own spirit, is 'great with child'."
sco,さそり,17,18,227,多彩な色で輝く森の小道。,A path through woods brilliant with multicolored splendor.
sco,さそり,18,19,228,オウムが横で聞いていた会話を繰り返す。,A parrot repeats the conversation he has overheard.
sco,さそり,19,20,229,一人の女性が聖なる道への入口を閉ざしていた、二つの黒っぽいカーテンをひいて開ける。,A woman draws away two dark curtains closing the entrance to a sacred pathway.
sco,さそり,20,21,230,自らの良心に従い、兵士が規律に抵抗する。,"Obeying his conscience, a soldier resists orders."
sco,さそり,21,22,231,鴨を打つハンター。,Hunters shooting wild ducks.
sco,さそり,22,23,232,兎が自然霊に変態する。,A rabbit metamorphoses into a nature spirit.
sco,さそり,23,24,233,「山上の垂訓」を伝える霊感を受けた個人の話を聞いた後に、人々は家への帰途につく。,"After having heard an inspired individual deliver his 'sermon on the mount', crowds are returning home."
sco,さそり,24,25,234,Ｘ線写真。,An X-ray photograph.
sco,さそり,25,26,235,新しい地域に引っ越してきて、キャンプするインディアン。,American Indians making camp after moving into a new territory.
sco,さそり,26,27,236,軍楽隊が街通りを騒がしく行進して通り抜ける。,A military band marches noisily on through the city streets.
sco,さそり,27,28,237,自分の領地に近づく妖精の王。,The king of the fairies approaching his domain.
sco,さそり,28,29,238,インディアンの女が酋長に自分の子供の命ごいをしている。,An Indian squaw pleading to the chief for the lives of her children.
sco,さそり,29,30,239,ハロウィンの装束を着た子供たちが悪ふざけを楽しむ。,Children in Halloween costumes indulge in various pranks.
sag,いて,0,1,240,退役軍人が古い記憶を呼び覚ますために集まる。,Retired army veterans gather to reawaken old memories.
sag,いて,1,2,241,海に対する風の力を示す白波。,White-capped waves display the power of wind over sea.
sag,いて,2,3,242,チェスをする二人の男。,Two men playing chess.
sag,いて,3,4,243,両親に勇気づけられて歩くことを学んでいる小さな子供。,A little child learning to walk with the encouragement of his parents.
sag,いて,4,5,244,一匹の年老いたふくろうが、大きな木の枝に単独でとまっている。,An old owl sits alone on the branch of a large tree.
sag,いて,5,6,245,クリケット競技。,A game of cricket.
sag,いて,6,7,246,人間の心のドアをノックするキューピット。,Cupid knocks at the door of a human heart.
sag,いて,7,8,247,大地の奥深くで、新しい元素が形成されつつある。,"Within the depths of the earth, new elements are being formed."
sag,いて,8,9,248,母親が小さな自分の子を導き、急な階段を一段一段ゆっくりと昇らせる。,A mother leads her small child step by step up a steep stairway.
